-2.522000, -0.263000, -1.422000, 4.668000, -0.063000, 0.017000
-0.358000, 2.137000, 2.914000, -0.118000, -4.532000, 2.297000
3.400000, -1.215000, -2.142000, -2.513000, 0.419000, 1.411000
4.278000, -4.974000, -1.478000, 4.734000, -4.567000, -0.080000
1.438000, 1.024000, 0.206000, 0.349000, -3.626000, 2.438000
2.217000, -1.181000, 1.857000, 3.255000, -1.056000, 2.774000
-3.877000, -1.288000, 3.541000, -3.329000, 4.024000, 1.028000
8.671000,   4.833000,   5.957000, 1.252000, 3.402000, -4.994000
-4.209000, 2.966000, -0.833000, -2.414000, 0.078000, -4.191000
-4.050000, 2.766000, 3.749000, -2.469000, -2.287000, -2.151000
3.795000, 2.862000, -4.521000, 4.663000, 4.504000, -2.277000
-1.229000, -3.335000, 1.033000, -4.324000, -2.383000, -4.959000
3.917000, 4.201000, -2.344000, 0.925000, -1.022000, -3.610000
-3.091000, 1.287000, -1.985000, 0.567000, -3.489000, 1.707000
4.249000, 4.218000, -0.360000, -3.317000, 1.936000, 4.387000
0.423000, -1.677000, -0.257000, 2.304000, 2.042000, 0.429000
-1.784000, -3.732000, 3.378000, 4.443000, 2.924000, 4.816000
-4.303000, 0.696000, 2.257000, -4.576000, 1.640000, 1.252000
-4.998000, -3.068000, -3.233000, 0.068000, -0.142000, 1.469000
-4.392000, 1.373000, -3.367000, -3.725000, -2.063000, -1.171000
